19:23:001:1	PSALM 23
19:23:002:1	The L
19:23:003:1	ord
19:23:004:1	, the Psalmist’s Shepherd .
19:23:005:1	A Psalm of David .
19:23:001:0	The Lord is my shepherd , I shall not want .
19:23:002:0	He makes me lie down in green pastures ; He leads me beside quiet waters .
19:23:003:0	He restores my soul ; He guides me in the paths of righteousnessFor His name’s sake .
19:23:004:0	Even though I walk through the valley of the shadow of death , I fear no evil , for You are with me ; Your rod and Your staff , they comfort me .
19:23:005:0	You prepare a table before me in the presence of my enemies ; You have anointed my head with oil ; My cup overflows .
19:23:006:0	Surely goodness and lovingkindness will follow me all the days of my life , And I will dwell in the house of the Lord forever .
