19:29:001:1	PSALM 29
19:29:002:1	The Voice of the L
19:29:003:1	ord
19:29:004:1	in the Storm .
19:29:005:1	A Psalm of David .
19:29:001:0	Ascribe to the Lord , O sons of the mighty , Ascribe to the Lord glory and strength .
19:29:002:0	Ascribe to the Lord the glory due to His name ; Worship the Lord in holy array .
19:29:003:0	The voice of the Lord is upon the waters ; The God of glory thunders , The Lord is over many waters .
19:29:004:0	The voice of the Lord is powerful , The voice of the Lord is majestic .
19:29:005:0	The voice of the Lord breaks the cedars ; Yes , the Lord breaks in pieces the cedars of Lebanon .
19:29:006:0	He makes Lebanon skip like a calf , And Sirion like a young wild ox .
19:29:007:0	The voice of the Lord hews out flames of fire .
19:29:008:0	The voice of the Lord shakes the wilderness ; The Lord shakes the wilderness of Kadesh .
19:29:009:0	The voice of the Lord makes the deer to calveAnd strips the forests bare ; And in His temple everything says , “ Glory ! ”
19:29:010:0	The Lord sat as King at the flood ; Yes , the Lord sits as King forever .
19:29:011:0	The Lord will give strength to His people ; The Lord will bless His people with peace .
