19:136:001:1	PSALM 136
19:136:002:1	Thanks for the L
19:136:003:1	ord
19:136:004:1	’
19:136:005:1	s
19:136:006:1	Goodness to Israel .
19:136:001:0	Give thanks to the Lord , for He is good , For His lovingkindness is everlasting .
19:136:002:0	Give thanks to the God of gods , For His lovingkindness is everlasting .
19:136:003:0	Give thanks to the Lord of lords , For His lovingkindness is everlasting .
19:136:004:0	To Him who alone does great wonders , For His lovingkindness is everlasting ;
19:136:005:0	To Him who made the heavens with skill , For His lovingkindness is everlasting ;
19:136:006:0	To Him who spread out the earth above the waters , For His lovingkindness is everlasting ;
19:136:007:0	To Him who made the great lights , For His lovingkindness is everlasting :
19:136:008:0	The sun to rule by day , For His lovingkindness is everlasting ,
19:136:009:0	The moon and stars to rule by night , For His lovingkindness is everlasting .
19:136:010:0	To Him who smote the Egyptians in their firstborn , For His lovingkindness is everlasting ,
19:136:011:0	And brought Israel out from their midst , For His lovingkindness is everlasting ,
19:136:012:0	With a strong hand and an outstretched arm , For His lovingkindness is everlasting .
19:136:013:0	To Him who divided the Red Sea asunder , For His lovingkindness is everlasting ,
19:136:014:0	And made Israel pass through the midst of it , For His lovingkindness is everlasting ;
19:136:015:0	But He overthrew Pharaoh and his army in the Red Sea , For His lovingkindness is everlasting .
19:136:016:0	To Him who led His people through the wilderness , For His lovingkindness is everlasting ;
19:136:017:0	To Him who smote great kings , For His lovingkindness is everlasting ,
19:136:018:0	And slew mighty kings , For His lovingkindness is everlasting :
19:136:019:0	Sihon , king of the Amorites , For His lovingkindness is everlasting ,
19:136:020:0	And Og , king of Bashan , For His lovingkindness is everlasting ,
19:136:021:0	And gave their land as a heritage , For His lovingkindness is everlasting ,
19:136:022:0	Even a heritage to Israel His servant , For His lovingkindness is everlasting .
19:136:023:0	Who remembered us in our low estate , For His lovingkindness is everlasting ,
19:136:024:0	And has rescued us from our adversaries , For His lovingkindness is everlasting ;
19:136:025:0	Who gives food to all flesh , For His lovingkindness is everlasting .
19:136:026:0	Give thanks to the God of heaven , For His lovingkindness is everlasting .
