19:148:001:1	PSALM 148
19:148:002:1	The Whole Creation Invoked to Praise the L
19:148:003:1	ord
19:148:004:1	.
19:148:001:0	Praise the Lord ! Praise the Lord from the heavens ; Praise Him in the heights !
19:148:002:0	Praise Him , all His angels ; Praise Him , all His hosts !
19:148:003:0	Praise Him , sun and moon ; Praise Him , all stars of light !
19:148:004:0	Praise Him , highest heavens , And the waters that are above the heavens !
19:148:005:0	Let them praise the name of the Lord , For He commanded and they were created .
19:148:006:0	He has also established them forever and ever ; He has made a decree which will not pass away .
19:148:007:0	Praise the Lord from the earth , Sea monsters and all deeps ;
19:148:008:0	Fire and hail , snow and clouds ; Stormy wind , fulfilling His word ;
19:148:009:0	Mountains and all hills ; Fruit trees and all cedars ;
19:148:010:0	Beasts and all cattle ; Creeping things and winged fowl ;
19:148:011:0	Kings of the earth and all peoples ; Princes and all judges of the earth ;
19:148:012:0	Both young men and virgins ; Old men and children .
19:148:013:0	Let them praise the name of the Lord , For His name alone is exalted ; His glory is above earth and heaven .
19:148:014:0	And He has lifted up a horn for His people , Praise for all His godly ones ; Even for the sons of Israel , a people near to Him . Praise the Lord !
