19:119:001:1	PSALM 119
19:119:002:1	Meditations and Prayers Relating to the Law of God .
19:119:003:1	Aleph .
19:119:001:0	How blessed are those whose way is blameless , Who walk in the law of the Lord .
19:119:002:0	How blessed are those who observe His testimonies , Who seek Him with all their heart .
19:119:003:0	They also do no unrighteousness ; They walk in His ways .
19:119:004:0	You have ordained Your precepts , That we should keep them diligently .
19:119:005:0	Oh that my ways may be establishedTo keep Your statutes !
19:119:006:0	Then I shall not be ashamedWhen I look upon all Your commandments .
19:119:007:0	I shall give thanks to You with uprightness of heart , When I learn Your righteous judgments .
19:119:004:1	Beth .
19:119:008:0	I shall keep Your statutes ; Do not forsake me utterly !
19:119:009:0	How can a young man keep his way pure ? By keeping it according to Your word .
19:119:010:0	With all my heart I have sought You ; Do not let me wander from Your commandments .
19:119:011:0	Your word I have treasured in my heart , That I may not sin against You .
19:119:012:0	Blessed are You , O Lord ; Teach me Your statutes .
19:119:013:0	With my lips I have told ofAll the ordinances of Your mouth .
19:119:014:0	I have rejoiced in the way of Your testimonies , As much as in all riches .
19:119:015:0	I will meditate on Your preceptsAnd regard Your ways .
19:119:005:1	Gimel .
19:119:016:0	I shall delight in Your statutes ; I shall not forget Your word .
19:119:017:0	Deal bountifully with Your servant , That I may live and keep Your word .
19:119:018:0	Open my eyes , that I may beholdWonderful things from Your law .
19:119:019:0	I am a stranger in the earth ; Do not hide Your commandments from me .
19:119:020:0	My soul is crushed with longingAfter Your ordinances at all times .
19:119:021:0	You rebuke the arrogant , the cursed , Who wander from Your commandments .
19:119:022:0	Take away reproach and contempt from me , For I observe Your testimonies .
19:119:023:0	Even though princes sit and talk against me , Your servant meditates on Your statutes .
19:119:006:1	Daleth .
19:119:024:0	Your testimonies also are my delight ; They are my counselors .
19:119:025:0	My soul cleaves to the dust ; Revive me according to Your word .
19:119:026:0	I have told of my ways , and You have answered me ; Teach me Your statutes .
19:119:027:0	Make me understand the way of Your precepts , So I will meditate on Your wonders .
19:119:028:0	My soul weeps because of grief ; Strengthen me according to Your word .
19:119:029:0	Remove the false way from me , And graciously grant me Your law .
19:119:030:0	I have chosen the faithful way ; I have placed Your ordinances before me .
19:119:031:0	I cling to Your testimonies ; O Lord , do not put me to shame !
19:119:007:1	He .
