19:97:001:1	PSALM 97
19:97:002:1	The L
19:97:003:1	ord
19:97:004:1	’
19:97:005:1	s
19:97:006:1	Power and Dominion .
19:97:001:0	The Lord reigns , let the earth rejoice ; Let the many islands be glad .
19:97:002:0	Clouds and thick darkness surround Him ; Righteousness and justice are the foundation of His throne .
19:97:003:0	Fire goes before HimAnd burns up His adversaries round about .
19:97:004:0	His lightnings lit up the world ; The earth saw and trembled .
19:97:005:0	The mountains melted like wax at the presence of the Lord , At the presence of the Lord of the whole earth .
19:97:006:0	The heavens declare His righteousness , And all the peoples have seen His glory .
19:97:007:0	Let all those be ashamed who serve graven images , Who boast themselves of idols ; Worship Him , all you gods .
19:97:008:0	Zion heard this and was glad , And the daughters of Judah have rejoicedBecause of Your judgments , O Lord .
19:97:009:0	For You are the Lord Most High over all the earth ; You are exalted far above all gods .
19:97:010:0	Hate evil , you who love the Lord , Who preserves the souls of His godly ones ; He delivers them from the hand of the wicked .
19:97:011:0	Light is sown like seed for the righteousAnd gladness for the upright in heart .
19:97:012:0	Be glad in the Lord , you righteous ones , And give thanks to His holy name .
