19:111:001:1	PSALM 111
19:111:002:1	The L
19:111:003:1	ord
19:111:004:1	Praised for His Goodness .
19:111:001:0	Praise the Lord ! I will give thanks to the Lord with all my heart , In the company of the upright and in the assembly .
19:111:002:0	Great are the works of the Lord ; They are studied by all who delight in them .
19:111:003:0	Splendid and majestic is His work , And His righteousness endures forever .
19:111:004:0	He has made His wonders to be remembered ; The Lord is gracious and compassionate .
19:111:005:0	He has given food to those who fear Him ; He will remember His covenant forever .
19:111:006:0	He has made known to His people the power of His works , In giving them the heritage of the nations .
19:111:007:0	The works of His hands are truth and justice ; All His precepts are sure .
19:111:008:0	They are upheld forever and ever ; They are performed in truth and uprightness .
19:111:009:0	He has sent redemption to His people ; He has ordained His covenant forever ; Holy and awesome is His name .
19:111:010:0	The fear of the Lord is the beginning of wisdom ; A good understanding have all those who do His commandments ; His praise endures forever .
