Tádiin dah 'alzhin ni'ílkidgo da'diidį́į́ł	in thirty minutes we'll eat.
'Ádííniid	I said thus).
'Indians danilínígíísh kwii tódiłhił bich'į' 'ąą 'át'é	is liquor legal for Indians here?
Dlǫ́ǫ́' 'a'ą́ą́dę́ę́' hanoolne' dóó naneesne'	the prairie dog stuck his head up out of the hole and looked around quickly.
Chidí bitoo' nihits'ą́ą́' 'áadįįł	we're getting low on gasoline
Deesk'aazgo biniinaa nihichizh t'áadoo hodina'í 'áádįįł	our wood supply is going fast because of the cold weather
Nihe'ena'í t'áá 'ałtso 'áádahoost'įįd	our enemies all surrendered
Shił naa'aash bił dé'áázh ńt'éé' t'óó 'ááhosist'įįd	I was going to go with my cousin bur. I backed out
K'ad 'áńdahojoot'įįhjį' 'o'oolkid	it's quitting time now
T'áá yiskį́ damóo ná'ádleeh bik'eh da'jilzhishgóó sitsi' yóó' 'análwo'. 'Éí t'áá 'íiyisíí doo shił 'aaníi da	every Saturday my daughter runs off to a dance. I don't like it at all
'Éétsoh naháłnii' ńt'éé' doo shił 'aaníi da	I bought a coat but I don't like it
Shilééchąą'í 'ayóo ba'át'e' 'ádin	I have a fine dog
Shilį́į́' 'ayóo ba'át'e' 'ádin	I have a fine horse
She'esdzą́ą́ 'ayóo ba'át'e' 'ádin	I have a very nice wife
Díí bee'eldǫǫh ba'át'e' hólǫ́	this gun is dangerous.
'Áłchíní 'abe' daastinígíí 'ayóo bił daalkan	children like ice cream.
Naalyéhé bá hooghandóó dzi'izí yóó' 'abéshhííł ńt'éé' naalyéhé yá sidáhí shiiłtsą́	the trader spotted me as I was pushing the bicycle away from the trading post
Shádí be'awéé' 'abi'dilkeed biniiyé kintahgóó yił 'íí'áázh	my older sister took her baby to town to have its picture taken
Ashkii yázhí 'ábi'doo'niidę́ęgóó yi'iilaa	the little boy did as he was told
Doodahági 'ábidishní	to say terrible things to him
ł'éédą́ą́' she'esdzáán doodahági 'áshidííniid	my wife said terrible things to me last night
Sitsilí jooł daatalígíí bee bił naashnéego tséde 'abídzíígo' ńt'éé' bíni' 'ásdįįd	when I was playing football with my little brother I butted him over on his back and he passed out
Shilééchąą'í chidí bighan góne' yah 'abidzííłtáál dóó bidádi'níłkaal	I kicked my dog into the garage and closed the door on him
Bikáá'adání bikáá' dóó tsé'édǫ́'ii 'abíjííłtązh ńt'éé' shicheii 'atoo' yidlánę́ę yiih yítłizh	I flicked a fly off the table top and it landed in the stew that my grandfather was eating
Kóoní bįįh 'adabiizkéé'	there are deer tracks around here
'Ałk'idą́ą́' Diné bikéyah bikáa'gi łį́į́' bichąą bíighahgo tł'oh deíl'áá ńt'éé' jiní	they say that long ago the grass in the Navajo country was as high as a horse's belly.
Ńléí dził bíchį́shk'ą́ą́h gódeg ha'atiin	there's a trail. leading up the slope of the mountain.
Naalyéhé yá sidáhí bíchį́shlą́ągo bizęęs	the trader has a wart on the end of his nose.
Dáádílkał dah ndeiło'ígií bił 'ada'ségiz	I screwed on the hinges
Tsinaabąąs bikáádę́ę́' 'adaashááh nt'éé shitł'aakał 'íízǫ́ǫ́z	I ripped my skirt as I was getting down from the wagon
Łį́į́' bikáádę́ę́' 'adaashááh ńt'éé' shikétsíín naaniilts'id	I turned my ankle while getting off a horse
Tsékooh góyaa shizhé'é bił 'adáá'áázh dóó 'áadi łóó' hahiidlo'	I went down into the canyon with my father and there we caught some fish
K'aa' 'áshłaago bikétaljį' 'ada'shéch'iizh	when I made an arrow I put grooves in it as far as the butt
Látsíní 'áshłaago 'ałnáago 'ada'shéch'iizh	in making the bracelet I filed opposing rows of grooves in it
Ts'aa' t'óó 'ahayóí 'ádaashłaa	I made a lot of baskets
Tsékooh góyaa tł'óół bee 'adáádeii'nah	we climb down into the canyon with a rope
Shibii'dees'eez k'ínidláadgo t'óó tsxį́įłgo bił 'ada'shéshiizh dóó ńdaséłkad	I fixed my broken stirrup strap by piercing it with an awl and sewing it
Shimá sání kékał bá baa 'ada'sétsi	I punched holes in the moccasin soles for my grandmother
Díí dziłyi'góo dine' bee 'áda'aziin	there is plenty of wild game in these mountains
