in thirty minutes we'll eat.	hogeita hamar minutu barru bazkalduko dugu.
I said thus).	esan nuen horrela).
is liquor legal for Indians here?	hemen indiarrentzako legezko likorea zara?
the prairie dog stuck his head up out of the hole and looked around quickly.	zelaiko zakurrak zulotik gora itsatsi zuen burua, eta ingurura begiratu zuen berehala.
we're getting low on gasoline	gasolina gutxitzen ari gara
our wood supply is going fast because of the cold weather	egur-hornidura azkar doa, klima hotza dela eta
our enemies all surrendered	gure etsai amorratuak
I was going to go with my cousin bur. I backed out	Nire lehengusu fundazioarekin joango nintzen. Kanporako kopia
it's quitting time now	orain denbora uztea
every Saturday my daughter runs off to a dance. I don't like it at all	larunbatero, nire alaba dantzaldi batera doa. Ez zait batere gustatzen
I bought a coat but I don't like it	Beroki bat erosi nuen, baina ez zait gustatzen
I have a fine dog	Txakur fina dut
I have a fine horse	Zaldi mehe bat daukat
I have a very nice wife	Oso emazte atsegina dut
this gun is dangerous.	arma hau arriskutsua da.
children like ice cream.	haurrak izozki gisa.
the trader spotted me as I was pushing the bicycle away from the trading post	trader-ek ikusi ninduen, saltokitik urrun, bizikleta bultzatzen ari zela
my older sister took her baby to town to have its picture taken	nire ahizpa zaharrenak hirira eraman zuen haurra argazkia ateratzeko
the little boy did as he was told	haurrak esan bezala egin zuen
to say terrible things to him	gauza beldurgarriak esateko
my wife said terrible things to me last night	emazteak gauza beldurgarriak esan zizkidan Anoche
when I was playing football with my little brother I butted him over on his back and he passed out	anaia txikiarekin futbolean ari nintzela, bizkarrean jo nuen, eta bera kanpoan pasatu zen.
I kicked my dog into the garage and closed the door on him	Nire txakurra garajean patentatu eta atea bertan itxi nuen
I flicked a fly off the table top and it landed in the stew that my grandfather was eating	Euli bat egin nuen mahaitik kanpo eta nire aitona jaten ari zen gisatuan lurreratu zen.
there are deer tracks around here	orein-arrastoak daude hemen inguruan
they say that long ago the grass in the Navajo country was as high as a horse's belly.	diotenez, Navajo herrialdeko belarra zaldi baten sabela bezain handia zen aspaldi.
there's a trail. leading up the slope of the mountain.	bide bat dago. mendi-hegala igotzea.
the trader has a wart on the end of his nose.	trader-ek garatxo bat du sudurraren muturrean.
I screwed on the hinges	Bandetan torlojuz lotu nintzen
I ripped my skirt as I was getting down from the wagon	Nire hegala harraskatu nuen gurditik jaisten ari nintzela
I turned my ankle while getting off a horse	Zaldi batetik irteten ari nintzela itzuli nintzen orkatila
I went down into the canyon with my father and there we caught some fish	Aitarekin joan nintzen kanoira eta han arrain batzuk hartu genituen
when I made an arrow I put grooves in it as far as the butt	gezi bat egin nuenean, zirrikitu batzuk jarri nituen, atzeko alderantz
in making the bracelet I filed opposing rows of grooves in it	eskumuturrekoaren fabrikazioan arteka-lerro kontrajarriak aurkeztu nituen
I made a lot of baskets	Saski piloa egin nuen
we climb down into the canyon with a rope	soka batekin kanoira igo
I fixed my broken stirrup strap by piercing it with an awl and sewing it	Nire estribu-uhala finkatu nuen, awl batekin zulatu eta josi nuelako
I punched holes in the moccasin soles for my grandmother	Moccasin zoletan zuloak egin nituen amonarentzat
there is plenty of wild game in these mountains	jolas basati ugari dago mendi hauetan
when the school ball team went to Albuquerque evening overtook them in Gallup enroute back.	eskolako pilota-taldea Albuquerque noche joan zenean, Gallupen gainditu zituen, eta ibilbidera itzuli zen.
my burro ducks his head when ever someone puts a bridle on him	nire astoak burua jotzen du norbaitek balazta jartzen dionean
I got bored with herding all the time	Aspertu egiten naiz herdingarekin denbora guztian
I'm sick and tired of dishwashing	Gaixorik nago eta ontzi-garbigailuz nekatuta nago
when I made stew I put in salt and took a sip of it with a spoon	iluntzen nuenean, gatzetan jarri nintzen, eta hartatik sorbo bat hartu nuen koilara batekin
the giant threw a rock downward	erraldoiak harri bat bota zuen behera
